"owner","field","file","occurrences"
"data","lessons","assets/js/pages/course-reviews.js","1"
"data","message","assets/js/pages/course-reviews.js","2"
"data","sections","assets/js/pages/course-reviews.js","1"
"data","status","assets/js/pages/course-reviews.js","2"
"instructor","avatar_url","assets/js/pages/course-reviews.js","1"
"instructor","email","assets/js/pages/course-reviews.js","2"
"instructor","full_name","assets/js/pages/course-reviews.js","4"
"instructor","id","assets/js/pages/course-reviews.js","1"
"instructor","title","assets/js/pages/course-reviews.js","1"
"item","created_at","assets/js/pages/course-reviews.js","2"
"item","id","assets/js/pages/course-reviews.js","6"
"item","instructor","assets/js/pages/course-reviews.js","1"
"item","level","assets/js/pages/course-reviews.js","1"
"item","price","assets/js/pages/course-reviews.js","2"
"item","sale_price","assets/js/pages/course-reviews.js","3"
"item","short_description","assets/js/pages/course-reviews.js","2"
"item","slug","assets/js/pages/course-reviews.js","1"
"item","submitted_at","assets/js/pages/course-reviews.js","1"
"item","thumbnail_url","assets/js/pages/course-reviews.js","1"
"item","title","assets/js/pages/course-reviews.js","3"
"item","total_duration_seconds","assets/js/pages/course-reviews.js","1"
"item","updated_at","assets/js/pages/course-reviews.js","2"
"meta","current_page","assets/js/pages/course-reviews.js","1"
"meta","last_page","assets/js/pages/course-reviews.js","1"
"meta","per_page","assets/js/pages/course-reviews.js","1"
"meta","total","assets/js/pages/course-reviews.js","2"
"response","data","assets/js/pages/course-reviews.js","5"
"response","meta","assets/js/pages/course-reviews.js","2"
"summary","approved_today","assets/js/pages/course-reviews.js","1"
"summary","pending_count","assets/js/pages/course-reviews.js","2"
"summary","rejected_today","assets/js/pages/course-reviews.js","1"
"course","admin_reject_reason","assets/js/pages/courses.js","2"
"course","average_rating","assets/js/pages/courses.js","3"
"course","categories","assets/js/pages/courses.js","3"
"course","description","assets/js/pages/courses.js","1"
"course","enrollment_count","assets/js/pages/courses.js","2"
"course","gross_revenue","assets/js/pages/courses.js","2"
"course","id","assets/js/pages/courses.js","15"
"course","instructor","assets/js/pages/courses.js","13"
"course","intro_video_url","assets/js/pages/courses.js","2"
"course","is_featured","assets/js/pages/courses.js","5"
"course","language","assets/js/pages/courses.js","1"
"course","level","assets/js/pages/courses.js","2"
"course","outcomes","assets/js/pages/courses.js","3"
"course","paid_order_count","assets/js/pages/courses.js","1"
"course","price","assets/js/pages/courses.js","1"
"course","requirements","assets/js/pages/courses.js","3"
"course","sale_price","assets/js/pages/courses.js","3"
"course","short_description","assets/js/pages/courses.js","1"
